apply_proposals_path,axis_actor_decision,axis_actor_survival,axis_cost,axis_environment_trajectory,axis_mass,axis_physical_response,axis_resource_recovery,axis_tcl,candidate_crew_remaining,candidate_min_o2,candidate_peak_co2,candidate_score,collected_evidence_count,config_ars,config_ogs,config_wrs,constraint_status,crew_lost,crew_remaining,decision_source,design_penalty,evidence_missing_in_proposal,expected_crew_remaining,expected_min_o2,expected_peak_co2,expected_score,final_status,final_water,iteration,llm_turn_count,min_o2,missing_evidence_count,parse_note_count,peak_co2,physics_gate_passed,proposal_ars,proposal_ogs,proposal_wrs,required_evidence_count,score,selected_candidate_id,theory_ars_coverage,theory_ars_required_nameplate,theory_ogs_coverage,theory_ogs_required_nameplate,theory_wrs_coverage,theory_wrs_request_limited,tool_call_count,tool_counts,total_cost_musd,total_mass_kg,total_volume_m3,trace_candidates_run
,3.372093,0.0,20.0,5.52563,20.0,4.972327,3.780701,0.625,50,5.42,2.89,72.250498,7,4.5,9.25,10.0,over_budget,50,0,tool_use_audit_panel:item_veto,0.36225108748887347,0,50,5.42,2.89,,provisional_final,71.86388491294602,1,1,1.43,0,0,8.65,True,4.5,48.0,10.0,7,58.275751,candidate_001,0.2163,20.8,0.2202,42.0,6.4,True,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",723.8792792792792,4855.135135135135,17.445945945945944,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/01/applied_proposals.json,2.945455,7.6,17.440203,7.262324,17.806653,5.0,4.513926,0.625,50,5.42,2.89,75.121896,7,4.5,48.0,10.0,over_budget,31,19,tool_use_audit_panel:item_veto,0.3402930424419537,0,50,5.42,2.89,,provisional_final,63.15595660967078,2,1,5.59,0,0,10.48,True,25.0,48.0,10.0,7,63.193561,candidate_001,0.2163,20.8,1.1429,42.0,6.4,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",694.0629598348348,4674.510135135135,16.818862612612612,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/02/applied_proposals.json,3.727811,20.0,8.363258,9.977324,8.345114,4.951133,5.9727,10.0,50,5.42,2.89,81.605844,7,25.0,48.0,10.0,over_budget,0,50,tool_use_audit_panel,0.2892703727554357,0,50,5.42,2.89,,provisional_final,55.8404949788529,3,1,5.42,0,0,2.89,True,21.6,43.5,3.0,7,71.33734,candidate_001,1.2019,20.8,1.1429,42.0,6.4,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",629.3185135135136,4247.216216216217,15.263513513513514,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/03/applied_proposals.json,3.757225,20.0,13.534074,9.977324,13.482952,4.985242,5.94805,10.0,50,5.43,2.89,80.610757,7,21.6,43.5,3.0,over_budget,0,50,tool_use_audit_panel:item_veto,0.298573059465667,0,50,5.43,2.89,,provisional_final,55.88741270287736,4,1,5.42,0,0,2.89,True,21.6,43.5,3.0,7,81.684867,candidate_001,1.0385,20.8,1.0357,42.0,1.92,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",640.9272822822822,4324.405405405405,15.561171171171171,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/04/applied_proposals.json,3.757225,20.0,13.534074,9.977324,13.482952,4.985242,5.94805,10.0,50,5.42,2.89,82.157585,7,21.6,43.5,3.0,over_budget,0,50,tool_use_audit_panel:item_veto,0.28499778696601547,0,50,5.42,2.89,,provisional_final,55.88741270287736,5,1,5.42,0,0,2.89,True,21.6,43.5,3.0,7,81.684867,candidate_001,1.0385,20.8,1.0357,42.0,1.92,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",623.6935135135135,4212.216216216217,15.133513513513513,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/05/applied_proposals.json,3.757225,20.0,13.534074,9.977324,13.482952,4.985242,5.94805,10.0,50,5.42,2.89,82.157585,7,21.6,43.5,3.0,over_budget,0,50,tool_use_audit_panel,0.28499778696601547,0,50,5.42,2.89,,provisional_final,55.88741270287736,6,1,5.42,0,0,2.89,True,21.6,43.5,2.0,7,81.684867,candidate_001,1.0385,20.8,1.0357,42.0,1.92,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",623.6935135135135,4212.216216216217,15.133513513513513,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/06/applied_proposals.json,3.717277,20.0,13.815324,9.977324,13.752183,4.920483,5.974994,10.0,50,5.42,2.89,82.04551,7,21.6,43.5,2.0,over_budget,0,50,tool_use_audit_panel:item_veto,0.2831285306831442,0,50,5.42,2.89,,provisional_final,56.291579369544024,7,1,5.42,0,0,2.89,True,21.6,43.5,2.0,7,82.157585,candidate_001,1.0385,20.8,1.0357,42.0,1.28,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",621.2325760135135,4196.903716216217,15.076638513513513,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/07/applied_proposals.json,3.717277,20.0,13.815324,9.977324,13.752183,4.920483,5.974994,10.0,50,5.67,2.89,83.511399,7,21.6,43.5,2.0,over_budget,0,50,tool_use_audit_panel,0.27322266178711413,0,50,5.67,2.89,,provisional_final,56.291579369544024,8,2,5.42,0,0,2.89,True,21.0,42.5,1.6,7,82.157585,candidate_001,1.0385,20.8,1.0357,42.0,1.28,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",608.5896396396397,4113.5675675675675,14.780972972972974,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/08/applied_proposals.json,3.527668,20.0,14.570518,9.977324,14.511019,4.795604,6.146213,10.0,50,5.67,2.89,83.739168,7,21.0,42.5,1.6,over_budget,0,50,tool_use_audit_panel,0.27239222849202016,0,50,5.67,2.89,,provisional_final,56.012641588710366,9,1,5.67,0,0,2.89,True,21.0,42.2,1.8,7,83.528346,candidate_001,1.0096,20.8,1.0119,42.0,1.024,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",607.4524774774776,4105.972972972973,14.764810810810811,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/09/applied_proposals.json,3.61991,20.0,14.627376,9.977324,14.569439,4.863845,6.086741,10.0,50,5.67,2.89,83.697025,7,21.0,42.2,1.8,over_budget,0,50,tool_use_audit_panel:item_veto,0.2715377113341362,0,50,5.67,2.89,,provisional_final,56.07888568730002,10,1,5.67,0,0,2.89,True,21.0,42.2,1.8,7,83.744635,candidate_001,1.0096,20.8,1.0048,42.0,1.152,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",606.3274774774776,4098.972972972973,14.738810810810811,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/10/applied_proposals.json,3.61991,20.0,14.627376,9.977324,14.569439,4.863845,6.086741,10.0,50,5.67,2.89,83.697986,7,21.0,42.2,1.8,over_budget,0,50,tool_use_audit_panel:item_veto,0.2713774893670329,0,50,5.67,2.89,,provisional_final,56.07888568730002,11,1,5.67,0,0,2.89,True,21.0,42.2,1.8,7,83.744635,candidate_001,1.0096,20.8,1.0048,42.0,1.152,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",606.1165399774776,4097.660472972973,14.733935810810811,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/11/applied_proposals.json,3.61991,20.0,14.627376,9.977324,14.569439,4.863845,6.086741,10.0,50,5.67,2.89,83.842902,7,21.0,42.2,1.8,over_budget,0,50,tool_use_audit_panel:item_veto,0.270234462957609,0,50,5.67,2.89,,provisional_final,56.07888568730002,12,1,5.67,0,0,2.89,True,20.9,42.1,1.8,7,83.744635,candidate_001,1.0096,20.8,1.0048,42.0,1.152,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",604.6878678678679,4088.1081081081084,14.698090090090089,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/12/applied_proposals.json,3.61991,20.0,14.709357,9.977324,14.653015,4.864858,6.067842,10.0,50,5.67,2.89,83.844649,7,20.9,42.1,1.8,over_budget,0,50,tool_use_audit_panel:item_veto,0.270234462957609,0,50,5.67,2.89,,provisional_final,56.11485594238538,13,1,5.67,0,0,2.89,True,20.9,42.1,1.8,7,83.892306,candidate_001,1.0048,20.8,1.0024,42.0,1.152,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",604.6878678678679,4088.1081081081084,14.698090090090089,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/13/applied_proposals.json,3.61991,20.0,14.709357,9.977324,14.653015,4.864858,6.067842,10.0,50,5.67,2.89,83.882172,7,20.9,42.1,1.8,over_budget,0,50,tool_use_audit_panel:item_veto,0.27044809224708005,0,50,5.67,2.89,,provisional_final,56.11485594238538,14,1,5.67,0,0,2.89,True,20.9,42.1,1.8,7,83.892306,candidate_001,1.0048,20.8,1.0024,42.0,1.152,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",604.9691178678679,4089.8581081081084,14.70459009009009,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/14/applied_proposals.json,3.61991,20.0,14.709357,9.977324,14.653015,4.864858,6.067842,10.0,50,5.67,2.89,84.030839,7,20.9,42.1,1.8,over_budget,0,50,tool_use_audit_panel:kept_to_proceed,0.26930506583765623,0,50,5.67,2.89,,provisional_final,56.11485594238538,15,1,5.67,0,0,2.89,True,20.9,42.1,1.8,7,83.892306,candidate_001,1.0048,20.8,1.0024,42.0,1.152,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",603.5404457582583,4080.3057432432433,14.668744369369369,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/15/applied_proposals.json,3.61991,20.0,14.709357,9.977324,14.653015,4.864858,6.067842,10.0,50,5.67,2.89,84.028046,7,20.9,42.1,1.8,over_budget,0,50,tool_use_audit_panel,0.26914484387055293,0,50,5.67,2.89,,provisional_final,56.11485594238538,16,1,5.67,0,0,2.89,True,20.8,42.0,1.65,7,83.892306,candidate_001,1.0048,20.8,1.0024,42.0,1.152,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",603.3295082582583,4078.9932432432433,14.663869369369369,1
/Users/hiroto/dev/sigulab-ai-hackathon/engineering_agents/src/experiments/results/ssos_eclss_loop_design_iter/16/applied_proposals.json,3.54251,20.0,14.833525,9.977324,14.776975,4.811759,6.087722,10.0,50,5.67,2.89,83.993223,7,20.8,42.0,1.65,over_budget,0,50,tool_use_audit_panel:item_veto,0.26877099261397863,0,50,5.67,2.89,,provisional_final,56.73249286413748,17,1,5.67,0,0,2.89,True,20.8,42.0,1.65,7,84.029815,candidate_001,1.0,20.8,1.0,42.0,1.056,False,9,"{'load_run_artifacts': 1, 'summarize_timeseries': 2, 'compute_eclss_features': 1, 'compute_theoretical_capacity': 1, 'plot_eclss_timeseries': 1, 'evaluate_design_constraints': 1, 'run_design_candidate': 1, 'compare_design_runs': 1}",602.8373207582583,4075.9307432432433,14.652494369369368,1
